iter	RMSE
233	0.05032727712
234	0.04991578835
235	0.04964828154
236	0.04943557468
237	0.04900331603
238	0.04858355025
239	0.04836759846
240	0.04816806135
241	0.0478285361
242	0.0474831606
243	0.04723168732
244	0.04699669252
245	0.04676344282
246	0.04643899127
247	0.04610013027
248	0.04574661728
249	0.04545571415
250	0.04522622765
251	0.04489528306
252	0.04472229539
253	0.04450575975
254	0.04436313291
255	0.0442608946
256	0.04395404821
257	0.04363333557
258	0.04345141704
259	0.04315523
260	0.04298014212
261	0.0427812638
262	0.04259145872
263	0.04231708876
264	0.04206668972
265	0.04180884045
266	0.04163020177
267	0.04144735865
268	0.04127883115
269	0.04104260319
270	0.04091369604
271	0.04076704434
272	0.04061678597
273	0.04050364981
274	0.04026815541
275	0.0400797615
276	0.03995887636
277	0.03974003078
278	0.03956783349
279	0.03949407305
280	0.03937078245
281	0.03927072291
282	0.03908326235
283	0.03888589187
284	0.03883153866
285	0.03870520429
286	0.03860237775
287	0.03848706583
288	0.03842187846
289	0.03836034394
290	0.03816764796
291	0.03807951939
292	0.03795196421
293	0.03782007199
294	0.03769424934
295	0.03758375038
296	0.03740255932
297	0.03728638125
298	0.03712884259
299	0.03707504221
300	0.03701026814
301	0.03689804275
302	0.03684128465
303	0.03669948784
304	0.03659723177
305	0.03650944078
306	0.03644085979
307	0.0363462558
308	0.03618042414
309	0.03606740253
310	0.03598240866
311	0.03583857103
312	0.03567815063
313	0.03557880743
314	0.03547420038
315	0.03543616662
316	0.03540125839
317	0.03536132865
318	0.03528334658
319	0.03524161178
320	0.03516246589
321	0.03505592329
322	0.03499895049
323	0.03491539598
324	0.03483253658
325	0.03472014563
326	0.03459972527
327	0.03447306517
328	0.03431229862
329	0.03413818038
330	0.03405870405
331	0.03394932656
332	0.03385753908
333	0.03380903623
334	0.03372813539
335	0.03365676394
336	0.03350478669
337	0.03332928207
338	0.03321090536
339	0.03305605614
340	0.03295529382
341	0.0328695578
342	0.0328084242
343	0.03268422318
344	0.0326172677
345	0.03254623751
346	0.03251367755
347	0.03239349134
348	0.03230322215
349	0.03220978227
350	0.03213834466
351	0.03201457076
352	0.03187511567
353	0.03181326665
354	0.03175328312
355	0.03165817971
356	0.03157896406
357	0.03140500409
358	0.03132586055
359	0.03128038956
360	0.0312363961
361	0.03115954391
362	0.03112852737
363	0.03105199638
364	0.03093084173
365	0.03086899803
366	0.03081546583
367	0.03072986305
368	0.03067101132
369	0.0306066494
370	0.03047937489
371	0.03036564428
372	0.0303079966
373	0.03018280183
374	0.03007443052
375	0.03001143691
376	0.02997814535
377	0.02985230955
378	0.02976310933
379	0.02968744615
380	0.02960941322
381	0.02952803279
382	0.02946768647
383	0.02934143804
384	0.02926649299
385	0.0291862335
386	0.02911705713
387	0.02905219624
388	0.02904003719
389	0.02898257533
390	0.02888160184
391	0.0288326304
392	0.02876351321
393	0.0286828276
394	0.02861884038
395	0.02853672199
396	0.02847428398
397	0.02841215263
398	0.02835090916
399	0.02831483242
400	0.0282263132
401	0.02815343528
402	0.02809720091
403	0.02807575992
404	0.02805143841
405	0.02799897632
406	0.02794651903
407	0.02786499567
408	0.02784994808
409	0.02779932233
410	0.02774517476
411	0.02764338055
412	0.02758193971
413	0.02752496537
414	0.02745249569
415	0.02739200146
416	0.02728841756
417	0.02723873744
418	0.02719523072
419	0.02715328367
420	0.02710607422
421	0.02698628516
422	0.02691652886
423	0.02683842537
424	0.02681542554
425	0.02674020823
426	0.02666728942
427	0.02663640323
428	0.0266036045
429	0.02649095336
430	0.02642471343
431	0.02641294968
432	0.02640239957
433	0.02633920496
434	0.02628384488
435	0.02621621838
436	0.02614710218
437	0.02608650577
438	0.02603039338
439	0.02594872278
440	0.02588635954
441	0.02585094529
442	0.02580261804
443	0.02575179264
444	0.02571402407
445	0.02566878609
446	0.02559154676
447	0.0255396354
448	0.02551970498
449	0.02544638803
450	0.02542841723
451	0.02538340518
452	0.02532911579
453	0.02525597029
454	0.0252450318
455	0.0252180202
456	0.02518681388
457	0.02512765671
458	0.02506366589
459	0.02504927041
460	0.0250411446
461	0.02498933796
462	0.02496138975
463	0.0249246699
464	0.02484532981
465	0.0248085942
466	0.02474932604
467	0.02465345312
468	0.02460607027
469	0.02455937305
470	0.02451124435
471	0.02447522675
472	0.02446637341
473	0.02441922667
474	0.02438920271
475	0.02434653263
476	0.02426794278
477	0.02424542462
478	0.02420062355
479	0.02419262698
480	0.02411604476
481	0.02407174462
482	0.02403649187
483	0.02394458608
484	0.02388653126
485	0.02386444436
486	0.02385604183
487	0.02381448159
488	0.02373906197
489	0.0237015172
490	0.02363811063
491	0.02359609007
492	0.02355168156
493	0.0234836843
494	0.02347783854
495	0.0234308733
496	0.02336157571
497	0.02332382524
498	0.02328043083
499	0.02324597519
500	0.02316588849
501	0.02313446012
502	0.02311231659
503	0.02308712682
504	0.02305393756
505	0.02300657718
506	0.02297458149
507	0.02289979055
508	0.02288225638
509	0.02286326372
510	0.02278809403
511	0.0227711503
512	0.02273862315
513	0.02268832289
514	0.02266025968
515	0.02261288149
516	0.02255348295
517	0.02252931364
518	0.02247739785
519	0.02242298965
520	0.02237691272
521	0.02232827017
522	0.02231429988
523	0.02225892486
524	0.02223744816
525	0.02222392121
526	0.0221824244
527	0.02212247791
528	0.02208388801
529	0.02205059854
530	0.02197269094
531	0.02191284257
532	0.02184576834
533	0.02180435746
534	0.02174839365
535	0.02171094573
536	0.02166991378
537	0.02162780126
538	0.02159130952
539	0.02156285353
540	0.02153599348
541	0.02151239813
542	0.02148963358
543	0.0214556222
544	0.02143923197
545	0.02141163255
546	0.02136213051
547	0.02131517812
548	0.0212400971
549	0.02121197878
550	0.02115527262
551	0.02114220113
552	0.02111419816
553	0.02109185359
554	0.02106335588
555	0.02104003964
556	0.02101676226
557	0.02099368001
558	0.02096923715
559	0.02091854111
560	0.02089471664
561	0.0208644291
562	0.02081303967
563	0.02075819572
564	0.02075097889
565	0.02068929115
566	0.02068529217
567	0.02064364959
568	0.0206368036
569	0.02060867636
570	0.02057497711
571	0.02052279222
572	0.02048443095
573	0.02042413924
574	0.02041131137
575	0.02039762193
576	0.02036751176
577	0.0203345676
578	0.02028563059
579	0.02026849719
580	0.02020219235
581	0.02016439821
582	0.02014064473
583	0.02012667673
584	0.02008342994
585	0.02006386488
586	0.0200166977
587	0.01996299075
588	0.01994092473
589	0.01990055265
590	0.01986731718
591	0.01981693438
592	0.01979114916
593	0.01972749616
594	0.01967359403
595	0.01965664928
596	0.01963496729
597	0.0196045712
598	0.01955620272
599	0.01950958932
600	0.01946103446
601	0.01944200486
602	0.01941879379
603	0.01938916434
604	0.01934640335
605	0.01930460489
606	0.01929006877
607	0.01925481643
608	0.01919166096
609	0.01916309338
610	0.01911941381
611	0.01906421567
612	0.01905063952
613	0.01904641854
614	0.01901123453
615	0.01897233592
616	0.01894492431
617	0.01892671704
618	0.01888833061
619	0.01883765412
620	0.0188144931
621	0.01877104836
622	0.01875089893
623	0.01872419294
624	0.0187100152
625	0.01868277114
626	0.01866339342
627	0.01864773479
628	0.01861769994
629	0.0185898165
630	0.01856626768
631	0.01854681062
632	0.01852171762
633	0.01847703726
634	0.01844965528
635	0.01844265323
636	0.01840814418
637	0.01836371595
638	0.01831923468
639	0.01827913465
640	0.01824381844
641	0.01821449562
642	0.01815985038
643	0.01810943615
644	0.01808211182
645	0.01806966603
646	0.01804224599
647	0.0180168261
648	0.0179719695
649	0.01793042005
650	0.01790359212
651	0.01788754724
652	0.01788126277
653	0.01786106791
654	0.01785502297
655	0.01782232978
656	0.01778263596
657	0.01772893732
658	0.01770412915
659	0.01769773209
660	0.01765388014
661	0.01763943429
662	0.01761260394
663	0.01758473098
664	0.01756892541
665	0.01755580807
666	0.01753836043
667	0.01751923991
668	0.01751208179
669	0.01748147664
670	0.01747326203
671	0.01743006565
672	0.01742283358
673	0.0174090957
674	0.01738873065
675	0.01736499759
676	0.01734332378
677	0.01730969092
678	0.0172949215
679	0.01724936306
680	0.01722810359
681	0.01718980989
682	0.01716222475
683	0.0171480399
684	0.01711651375
685	0.01706670314
686	0.01704723805
687	0.01702281669
688	0.01697801477
689	0.01691670282
690	0.01687043856
691	0.01683517942
692	0.01679269629
693	0.01676858704
694	0.01672544084
695	0.01671046365
696	0.0166722632
697	0.01666222404
698	0.01665389436
699	0.01663342583
700	0.01661282413
701	0.01660405931
702	0.01656451834
703	0.01654887403
704	0.01654380608
705	0.01651785562
706	0.01648536614
707	0.01643925879
708	0.01641677199
709	0.01638869946
710	0.01637258983
711	0.01633290765
712	0.01631709166
713	0.01629543062
714	0.01625822682
715	0.01623224695
716	0.01622158462
717	0.01620075841
718	0.01616728358
719	0.0161532598
720	0.01611822659
721	0.01610478312
722	0.01609485772
723	0.01609038112
724	0.0160657558
725	0.01602704268
726	0.01600400637
727	0.01599666346
728	0.01597138804
729	0.01593760191
730	0.01591164102
731	0.01587249699
732	0.01585974519
733	0.01584993943
734	0.0158235171
735	0.01578862665
736	0.01575319452
737	0.0157192556
738	0.01568021832
739	0.01564400704
740	0.01562952166
741	0.01559191521
742	0.01558705216
743	0.01555579196
744	0.0155415435
745	0.01553438447
746	0.01550805488
747	0.01547757332
748	0.01544630228
749	0.01542774311
750	0.01541377784
751	0.01540498776
752	0.01537913236
753	0.01534878726
754	0.01532769906
755	0.01531474948
756	0.01528928428
757	0.01524527302
758	0.01521450319
759	0.01520812772
760	0.0151984911
761	0.01518661447
762	0.01515430344
763	0.01514823148
764	0.0151377323
765	0.01511802314
766	0.01509556253
767	0.01505409913
768	0.0150350276
769	0.0150211152
770	0.01497847416
771	0.01496232085
772	0.01493978973
773	0.01491370936
774	0.01490144897
775	0.01489764456
776	0.01486311497
777	0.01485505861
778	0.01483080791
779	0.01481428253
780	0.01479653873
781	0.01474965631
782	0.01473190264
783	0.01470412334
784	0.01467398505
785	0.01464949579
786	0.01462565343
787	0.01459789755
788	0.01457069421
789	0.01455395557
790	0.01453521013
791	0.01452807245
792	0.01450711682
793	0.01448728827
794	0.01446216506
795	0.01445215155
796	0.0144378447
797	0.01442615705
798	0.01439909392
799	0.01439197838
800	0.01435429525
801	0.01432798038
802	0.01430700877
803	0.01429272705
804	0.01427313911
805	0.01425825646
806	0.01422370725
807	0.01421822048
808	0.01419138126
809	0.01418459129
810	0.01417828376
811	0.0141709116
812	0.01416759254
813	0.01415221038
814	0.0141326548
815	0.01410277675
816	0.01406816999
817	0.01406256364
818	0.01403515071
819	0.01400896772
820	0.01399116854
821	0.01397090908
822	0.01395920138
823	0.01394357365
824	0.01392438177
825	0.01389613745
826	0.01387546213
827	0.01384868831
828	0.01383758555
829	0.01381161489
830	0.0138034593
831	0.01376911326
832	0.01376120701
833	0.01373740307
834	0.01370321277
835	0.01369854932
836	0.01368530414
837	0.01367091602
838	0.01366803504
839	0.01364893591
840	0.01363813442
841	0.01362065549
842	0.01359553964
843	0.01356880231
844	0.01356632745
845	0.01353626805
846	0.01352286812
847	0.01351606389
848	0.01350615118
849	0.01349986126
850	0.01349134725
851	0.01348210405
852	0.01346596
853	0.01344770454
854	0.01341782519
855	0.0133916739
856	0.01337415966
857	0.01335753701
858	0.01335112455
859	0.01333596529
860	0.01331970721
861	0.0133168336
862	0.01331139566
863	0.01330945086
864	0.01329847345
865	0.01328194505
866	0.01325435155
867	0.01323426029
868	0.01320641703
869	0.01319366661
870	0.01316412475
871	0.01314014743
872	0.01311185034
873	0.01309316304
874	0.01307621891
875	0.01305178933
876	0.01304194287
877	0.01302889157
878	0.01300301053
879	0.01297578833
880	0.01295412867
881	0.01295219871
882	0.01292747766
883	0.01292489411
884	0.01291344418
885	0.01290273569
886	0.01289993896
887	0.01288110122
888	0.01286331952
889	0.0128400993
890	0.01281297542
891	0.01279924687
892	0.01277083872
893	0.01276038887
894	0.0127577183
895	0.0127300551
896	0.01271805469
897	0.01269936552
898	0.01268975059
899	0.01267325182
900	0.01266678574
901	0.012650835
902	0.01264215791
903	0.01262936795
904	0.01261745632
905	0.01260854111
906	0.01259799807
907	0.01255330874
908	0.01253222346
909	0.01250990344
910	0.01250690947
911	0.01250423459
912	0.0124921055
913	0.0124814917
914	0.01246972081
915	0.01245895745
916	0.01243999559
917	0.01242768169
918	0.01241806227
919	0.01241377944
920	0.01241094505
921	0.01239803627
922	0.01239193406
923	0.01238242333
924	0.01235528531
925	0.01232451923
926	0.01229748127
927	0.01226998225
928	0.01224842297
929	0.01222699019
930	0.01221518718
931	0.01220312846
932	0.01219430872
933	0.01218281561
934	0.01214978216
935	0.01213835415
936	0.01211586357
937	0.01208807366
938	0.01208184544
939	0.01206736083
940	0.01205886318
941	0.01204529153
942	0.01201750244
943	0.01199229128
944	0.01196026078
945	0.01195289605
946	0.01195084316
947	0.01193037748
948	0.01190811951
949	0.01189663309
950	0.01187065105
951	0.01185876927
952	0.01185656636
953	0.01184265975
954	0.01184088141
955	0.01183494652
956	0.01180277785
957	0.01178122109
958	0.01176795872
959	0.01175524326
960	0.01175332543
961	0.0117474574
962	0.01173708407
963	0.01172510717
964	0.01169664305
965	0.01169201248
966	0.01167265093
967	0.01164933007
968	0.01164726456
969	0.01164498089
970	0.01162492411
971	0.01160177086
972	0.01156193589
973	0.01154560507
974	0.01150220864
975	0.01148001451
976	0.01147770416
977	0.01147312163
978	0.01144664303
979	0.01143407933
980	0.01141453168
981	0.01139889431
982	0.01138439313
983	0.01137640522
984	0.01136615862
985	0.01134524614
986	0.01134104714
987	0.01132835722
988	0.01130724485
989	0.01129668831
990	0.01129176796
991	0.01128358028
992	0.01127441587
993	0.01126288262
994	0.01124504872
995	0.01123546876
996	0.01122018384
997	0.01120385591
998	0.01119332387
999	0.01117309004
